Płeć,Kategoria wiekowa,5 km Czas,5 km Tempo,10 km Czas,10 km Tempo,15 km Czas,15 km Tempo,20 km Czas,20 km Tempo,Czas,Tempo,Wiek
M,M40,1439.0,4.796666666666667,2852.0,4.71,4803.0,6.503333333333333,6466.0,5.543333333333334,6847.0,5.409654736509442,43.0
M,M30,1614.0,5.38,3169.0,5.183333333333334,4823.0,5.513333333333334,6485.0,5.54,6847.0,5.409654736509442,31.0
K,K40,1602.0,5.34,3156.0,5.180000000000001,4782.0,5.42,6466.0,5.613333333333333,6847.0,5.409654736509442,47.0
M,M20,1585.0,5.283333333333333,3110.0,5.083333333333333,4709.0,5.33,6417.0,5.693333333333333,6847.0,5.409654736509442,24.0
K,K20,1606.0,5.3533333333333335,3186.0,5.266666666666667,4823.0,5.456666666666666,6484.0,5.536666666666666,6847.0,5.409654736509442,23.0
M,M40,1664.0,5.546666666666667,3219.0,5.183333333333334,4841.0,5.406666666666666,6470.0,5.430000000000001,6848.0,5.410444813146876,45.0
M,M30,1537.0,5.123333333333333,3026.0,4.963333333333334,4630.0,5.346666666666667,6391.0,5.87,6848.0,5.410444813146876,38.0
M,M30,1634.0,5.446666666666667,3200.0,5.22,4826.0,5.42,6530.0,5.680000000000001,6849.0,5.41123488978431,31.0
M,M30,1515.0,5.05,3062.0,5.156666666666666,4684.0,5.406666666666666,6453.0,5.8966666666666665,6849.0,5.41123488978431,31.0
M,M30,1638.0,5.46,3199.0,5.203333333333333,4817.0,5.3933333333333335,6484.0,5.556666666666667,6849.0,5.41123488978431,38.0
M,M30,1694.0,5.6466666666666665,3292.0,5.326666666666667,4911.0,5.3966666666666665,6512.0,5.336666666666667,6849.0,5.41123488978431,38.0
M,M30,1529.0,5.096666666666667,3039.0,5.033333333333333,4700.0,5.536666666666666,6448.0,5.826666666666667,6849.0,5.41123488978431,32.0
M,M50,1540.0,5.133333333333334,3082.0,5.14,4776.0,5.6466666666666665,6469.0,5.6433333333333335,6849.0,5.41123488978431,50.0
M,M20,1491.0,4.97,3004.0,5.043333333333334,4697.0,5.6433333333333335,6493.0,5.986666666666666,6849.0,5.41123488978431,29.0
M,M20,1690.0,5.633333333333334,3310.0,5.4,4953.0,5.476666666666668,6492.0,5.13,6849.0,5.41123488978431,24.0
M,M60,1637.0,5.456666666666666,3202.0,5.216666666666667,4822.0,5.4,6468.0,5.486666666666666,6850.0,5.412024966421743,62.0
M,M40,1517.0,5.056666666666667,3017.0,5.0,4697.0,5.6,6467.0,5.9,6850.0,5.412024966421743,47.0
K,K20,1599.0,5.33,3192.0,5.3100000000000005,4837.0,5.483333333333333,6483.0,5.486666666666666,6850.0,5.412024966421743,29.0
M,M30,1600.0,5.333333333333333,3167.0,5.223333333333333,4778.0,5.37,6452.0,5.58,6850.0,5.412024966421743,36.0
M,M40,1594.0,5.3133333333333335,3084.0,4.966666666666667,4737.0,5.510000000000001,6482.0,5.816666666666666,6850.0,5.412024966421743,40.0
M,M20,1621.0,5.403333333333333,3179.0,5.193333333333333,4820.0,5.47,6497.0,5.59,6850.0,5.412024966421743,26.0
M,M50,1578.0,5.260000000000001,3106.0,5.093333333333334,4747.0,5.47,6457.0,5.7,6851.0,5.412815043059178,51.0
M,M20,1536.0,5.12,3121.0,5.283333333333333,4837.0,5.72,6473.0,5.453333333333333,6851.0,5.412815043059178,24.0
M,M20,1609.0,5.363333333333333,3208.0,5.33,4836.0,5.426666666666667,6474.0,5.46,6852.0,5.413605119696611,23.0
M,M50,1574.0,5.246666666666667,3135.0,5.203333333333333,4729.0,5.3133333333333335,6423.0,5.6466666666666665,6852.0,5.413605119696611,52.0
M,M60,1611.0,5.37,3212.0,5.336666666666667,4848.0,5.453333333333333,6489.0,5.47,6853.0,5.414395196334045,66.0
M,M40,1615.0,5.383333333333334,3156.0,5.136666666666667,4761.0,5.35,6464.0,5.676666666666667,6853.0,5.414395196334045,42.0
K,K30,1650.0,5.5,3262.0,5.373333333333333,4877.0,5.383333333333334,6491.0,5.38,6853.0,5.414395196334045,36.0
M,M40,1604.0,5.346666666666667,3170.0,5.22,4797.0,5.423333333333333,6470.0,5.576666666666667,6853.0,5.414395196334045,47.0
M,M30,1598.0,5.326666666666667,3183.0,5.283333333333333,4841.0,5.526666666666667,6485.0,5.48,6853.0,5.414395196334045,39.0
M,M40,1641.0,5.47,3208.0,5.223333333333333,4848.0,5.466666666666667,6482.0,5.446666666666667,6854.0,5.415185272971479,42.0
K,K30,1595.0,5.316666666666666,3172.0,5.256666666666666,4804.0,5.44,6480.0,5.586666666666667,6855.0,5.415975349608912,38.0
K,K30,1651.0,5.503333333333333,3260.0,5.363333333333333,4875.0,5.383333333333334,6493.0,5.3933333333333335,6855.0,5.415975349608912,35.0
K,K20,1545.0,5.15,3121.0,5.253333333333333,4772.0,5.503333333333333,6476.0,5.680000000000001,6855.0,5.415975349608912,28.0
M,M30,1526.0,5.086666666666667,3067.0,5.136666666666667,4709.0,5.473333333333333,6430.0,5.736666666666666,6855.0,5.415975349608912,39.0
M,M30,1641.0,5.47,3229.0,5.293333333333334,4864.0,5.45,6510.0,5.486666666666666,6856.0,5.416765426246346,38.0
K,K40,1608.0,5.36,3153.0,5.15,4784.0,5.4366666666666665,6477.0,5.6433333333333335,6856.0,5.416765426246346,49.0
M,M40,1626.0,5.42,3186.0,5.2,4828.0,5.473333333333333,6484.0,5.52,6856.0,5.416765426246346,44.0
M,M30,1440.0,4.8,2875.0,4.783333333333333,4527.0,5.506666666666666,6426.0,6.33,6857.0,5.41755550288378,35.0
M,M40,1598.0,5.326666666666667,3161.0,5.21,4817.0,5.52,6548.0,5.77,6857.0,5.41755550288378,49.0
K,K30,1616.0,5.386666666666667,3176.0,5.2,4822.0,5.486666666666666,6478.0,5.52,6857.0,5.41755550288378,35.0
M,M30,1379.0,4.596666666666667,2964.0,5.283333333333333,4721.0,5.8566666666666665,6477.0,5.8533333333333335,6857.0,5.41755550288378,38.0
M,M20,1615.0,5.383333333333334,3210.0,5.316666666666666,4848.0,5.46,6487.0,5.463333333333334,6857.0,5.41755550288378,24.0
M,M20,1569.0,5.23,3153.0,5.28,4870.0,5.723333333333333,6546.0,5.586666666666667,6858.0,5.418345579521214,27.0
M,M50,1569.0,5.23,3106.0,5.123333333333333,4776.0,5.566666666666666,6455.0,5.596666666666667,6858.0,5.418345579521214,55.0
M,M30,1694.0,5.6466666666666665,3274.0,5.266666666666667,4878.0,5.346666666666667,6488.0,5.366666666666666,6858.0,5.418345579521214,30.0
K,K40,1631.0,5.4366666666666665,3185.0,5.180000000000001,4797.0,5.373333333333333,6480.0,5.61,6859.0,5.419135656158647,40.0
M,M20,1575.0,5.25,3157.0,5.2733333333333325,4771.0,5.38,6472.0,5.67,6859.0,5.419135656158647,23.0
M,M40,1641.0,5.47,3250.0,5.363333333333333,4895.0,5.483333333333333,6482.0,5.29,6859.0,5.419135656158647,44.0
M,M40,1660.0,5.533333333333333,3228.0,5.226666666666668,4841.0,5.376666666666667,6498.0,5.5233333333333325,6860.0,5.419925732796082,47.0
M,M30,1533.0,5.11,3090.0,5.19,4775.0,5.616666666666666,6473.0,5.66,6860.0,5.419925732796082,32.0
M,M30,1632.0,5.44,3204.0,5.239999999999999,4818.0,5.38,6457.0,5.463333333333334,6860.0,5.419925732796082,36.0
K,K20,1685.0,5.616666666666666,3224.0,5.13,4831.0,5.3566666666666665,6503.0,5.573333333333333,6860.0,5.419925732796082,27.0
M,M40,1538.0,5.126666666666667,3085.0,5.156666666666666,4723.0,5.46,6458.0,5.783333333333333,6860.0,5.419925732796082,40.0
M,M40,1703.0,5.676666666666667,3260.0,5.19,4866.0,5.3533333333333335,6505.0,5.463333333333334,6861.0,5.420715809433515,40.0
M,M30,1497.0,4.989999999999999,3005.0,5.026666666666667,4679.0,5.58,6452.0,5.91,6862.0,5.421505886070949,35.0
M,M20,1649.0,5.496666666666667,3236.0,5.29,4922.0,5.62,6518.0,5.319999999999999,6863.0,5.422295962708383,24.0
K,K40,1613.0,5.376666666666667,3199.0,5.286666666666666,4843.0,5.48,6492.0,5.496666666666667,6863.0,5.422295962708383,40.0
M,M30,1633.0,5.443333333333333,3190.0,5.19,4820.0,5.433333333333334,6495.0,5.583333333333333,6863.0,5.422295962708383,30.0
K,K40,1609.0,5.363333333333333,3183.0,5.246666666666667,4833.0,5.5,6486.0,5.510000000000001,6863.0,5.422295962708383,49.0
M,M20,1670.0,5.566666666666666,3275.0,5.35,4900.0,5.416666666666667,6509.0,5.363333333333333,6864.0,5.423086039345817,22.0
M,M40,1550.0,5.166666666666667,3090.0,5.133333333333334,4717.0,5.423333333333333,6480.0,5.876666666666667,6864.0,5.423086039345817,46.0
M,M20,1533.0,5.11,3010.0,4.923333333333333,4572.0,5.206666666666666,6411.0,6.13,6864.0,5.423086039345817,29.0
M,M40,1552.0,5.173333333333333,3082.0,5.1,4695.0,5.376666666666667,6477.0,5.94,6865.0,5.4238761159832505,44.0
M,M40,1505.0,5.016666666666667,3034.0,5.096666666666667,4669.0,5.45,6452.0,5.943333333333333,6865.0,5.4238761159832505,41.0
M,M40,1591.0,5.303333333333333,3191.0,5.333333333333333,4835.0,5.48,6493.0,5.526666666666667,6865.0,5.4238761159832505,49.0
M,M30,1505.0,5.016666666666667,3077.0,5.239999999999999,4728.0,5.503333333333333,6448.0,5.733333333333333,6866.0,5.424666192620685,35.0
M,M30,1440.0,4.8,2915.0,4.916666666666667,4665.0,5.833333333333333,6470.0,6.016666666666667,6866.0,5.424666192620685,34.0
M,M30,1609.0,5.363333333333333,3213.0,5.346666666666667,4870.0,5.5233333333333325,6507.0,5.456666666666666,6866.0,5.424666192620685,32.0
K,K40,1544.0,5.1466666666666665,3099.0,5.183333333333334,4753.0,5.513333333333334,6477.0,5.746666666666667,6866.0,5.424666192620685,47.0
M,M30,1691.0,5.636666666666667,3254.0,5.21,4877.0,5.41,6502.0,5.416666666666667,6866.0,5.424666192620685,31.0
M,M30,1501.0,5.003333333333333,3007.0,5.02,4682.0,5.583333333333333,6452.0,5.9,6867.0,5.425456269258119,36.0
K,K30,1711.0,5.703333333333333,3335.0,5.413333333333333,4976.0,5.47,6538.0,5.206666666666666,6867.0,5.425456269258119,32.0
M,M60,1627.0,5.423333333333333,3211.0,5.28,4844.0,5.443333333333333,6495.0,5.503333333333333,6867.0,5.425456269258119,67.0
M,M30,1600.0,5.333333333333333,3187.0,5.29,4833.0,5.486666666666666,6503.0,5.566666666666666,6868.0,5.426246345895552,36.0
M,M40,1578.0,5.260000000000001,3126.0,5.16,4772.0,5.486666666666666,6477.0,5.683333333333334,6868.0,5.426246345895552,45.0
M,M40,1614.0,5.38,3227.0,5.376666666666667,4856.0,5.430000000000001,6495.0,5.463333333333334,6868.0,5.426246345895552,42.0
K,K40,1589.0,5.296666666666667,3111.0,5.073333333333333,4741.0,5.433333333333334,6486.0,5.816666666666666,6868.0,5.426246345895552,47.0
M,M30,1480.0,4.933333333333334,2947.0,4.89,4546.0,5.33,6477.0,6.4366666666666665,6869.0,5.427036422532987,35.0
M,M30,1596.0,5.319999999999999,3190.0,5.3133333333333335,4836.0,5.486666666666666,6489.0,5.510000000000001,6869.0,5.427036422532987,35.0
K,K30,1650.0,5.5,3187.0,5.123333333333333,4791.0,5.346666666666667,6482.0,5.636666666666667,6870.0,5.42782649917042,35.0
M,M20,1627.0,5.423333333333333,3241.0,5.38,4823.0,5.2733333333333325,6471.0,5.493333333333334,6870.0,5.42782649917042,22.0
M,M40,1596.0,5.319999999999999,3179.0,5.276666666666667,4816.0,5.456666666666666,6485.0,5.5633333333333335,6870.0,5.42782649917042,48.0
M,M30,1536.0,5.12,3041.0,5.016666666666667,4672.0,5.4366666666666665,6451.0,5.930000000000001,6870.0,5.42782649917042,32.0
M,M40,1548.0,5.16,3081.0,5.11,4745.0,5.546666666666667,6475.0,5.766666666666667,6871.0,5.428616575807854,46.0
K,K40,1595.0,5.316666666666666,3145.0,5.166666666666667,4796.0,5.503333333333333,6481.0,5.616666666666666,6871.0,5.428616575807854,45.0
M,M40,1584.0,5.28,3099.0,5.05,4704.0,5.35,6446.0,5.806666666666667,6871.0,5.428616575807854,45.0
M,M30,1510.0,5.033333333333333,3016.0,5.02,4642.0,5.42,6452.0,6.033333333333333,6871.0,5.428616575807854,34.0
M,M40,1598.0,5.326666666666667,3194.0,5.319999999999999,4838.0,5.48,6492.0,5.513333333333334,6871.0,5.428616575807854,44.0
M,M30,1448.0,4.826666666666667,2987.0,5.13,4662.0,5.583333333333333,6466.0,6.013333333333334,6871.0,5.428616575807854,38.0
K,K40,1676.0,5.586666666666667,3255.0,5.263333333333334,4880.0,5.416666666666667,6515.0,5.45,6872.0,5.429406652445288,42.0
M,M50,1574.0,5.246666666666667,3103.0,5.096666666666667,4726.0,5.41,6477.0,5.836666666666667,6872.0,5.429406652445288,53.0
M,M50,1582.0,5.2733333333333325,3143.0,5.203333333333333,4788.0,5.483333333333333,6490.0,5.673333333333333,6872.0,5.429406652445288,50.0
M,M30,1517.0,5.056666666666667,2986.0,4.8966666666666665,4601.0,5.383333333333334,6410.0,6.03,6872.0,5.429406652445288,32.0
M,M30,1474.0,4.913333333333333,2918.0,4.8133333333333335,4434.0,5.053333333333333,6460.0,6.753333333333333,6873.0,5.430196729082722,35.0
M,M30,1682.0,5.6066666666666665,3326.0,5.48,4996.0,5.566666666666666,6516.0,5.066666666666666,6874.0,5.430986805720155,36.0
M,M40,1712.0,5.706666666666666,3336.0,5.413333333333333,4946.0,5.366666666666666,6519.0,5.243333333333334,6874.0,5.430986805720155,42.0
M,M40,1473.0,4.91,3009.0,5.12,4717.0,5.693333333333333,6509.0,5.973333333333333,6874.0,5.430986805720155,41.0
M,M30,1517.0,5.056666666666667,3027.0,5.033333333333333,4641.0,5.38,6447.0,6.02,6874.0,5.430986805720155,34.0
M,M40,1560.0,5.2,3112.0,5.173333333333333,4773.0,5.536666666666666,6473.0,5.666666666666667,6874.0,5.430986805720155,41.0
M,M50,1574.0,5.246666666666667,3104.0,5.1,4728.0,5.413333333333333,6478.0,5.833333333333333,6874.0,5.430986805720155,51.0
K,K30,1599.0,5.33,3169.0,5.233333333333333,4801.0,5.44,6488.0,5.623333333333333,6875.0,5.43177688235759,37.0
M,M30,1570.0,5.233333333333333,3106.0,5.12,4731.0,5.416666666666667,6465.0,5.78,6875.0,5.43177688235759,30.0
M,M30,1634.0,5.446666666666667,3197.0,5.21,4816.0,5.3966666666666665,6487.0,5.569999999999999,6875.0,5.43177688235759,33.0
M,M30,1692.0,5.64,3253.0,5.203333333333333,4873.0,5.4,6520.0,5.489999999999999,6875.0,5.43177688235759,38.0
M,M40,1658.0,5.526666666666667,3237.0,5.263333333333334,4880.0,5.476666666666668,6517.0,5.456666666666666,6876.0,5.432566958995023,40.0
M,M30,1479.0,4.930000000000001,2990.0,5.036666666666666,4640.0,5.5,6460.0,6.066666666666666,6877.0,5.433357035632456,38.0
M,M40,1621.0,5.403333333333333,3210.0,5.296666666666667,4847.0,5.456666666666666,6508.0,5.536666666666666,6877.0,5.433357035632456,44.0
M,M40,1503.0,5.010000000000001,3030.0,5.09,4703.0,5.576666666666667,6470.0,5.89,6877.0,5.433357035632456,46.0
M,M30,1528.0,5.093333333333334,3040.0,5.04,4660.0,5.4,6451.0,5.97,6877.0,5.433357035632456,35.0
M,M40,1543.0,5.1433333333333335,3048.0,5.016666666666667,4680.0,5.44,6473.0,5.976666666666668,6878.0,5.43414711226989,43.0
M,M30,1629.0,5.430000000000001,3214.0,5.283333333333333,4846.0,5.44,6529.0,5.61,6878.0,5.43414711226989,30.0
M,M30,1597.0,5.323333333333333,3172.0,5.25,4794.0,5.406666666666666,6500.0,5.6866666666666665,6878.0,5.43414711226989,37.0
M,M30,1534.0,5.113333333333333,3030.0,4.986666666666666,4650.0,5.4,6456.0,6.02,6878.0,5.43414711226989,34.0
M,M20,1638.0,5.46,3238.0,5.333333333333333,4884.0,5.486666666666666,6531.0,5.489999999999999,6878.0,5.43414711226989,26.0
M,M40,1712.0,5.706666666666666,3307.0,5.316666666666666,4928.0,5.403333333333333,6520.0,5.306666666666667,6879.0,5.434937188907324,40.0
K,K30,1631.0,5.4366666666666665,3202.0,5.236666666666666,4825.0,5.41,6505.0,5.6,6879.0,5.434937188907324,38.0
M,M30,1578.0,5.260000000000001,3090.0,5.04,4675.0,5.283333333333333,6441.0,5.886666666666667,6880.0,5.435727265544758,32.0
M,M30,1634.0,5.446666666666667,3216.0,5.2733333333333325,4860.0,5.48,6522.0,5.54,6880.0,5.435727265544758,39.0
M,M30,1433.0,4.776666666666667,2917.0,4.946666666666667,4607.0,5.633333333333334,6459.0,6.173333333333333,6880.0,5.435727265544758,32.0
M,M30,1671.0,5.569999999999999,3213.0,5.14,4843.0,5.433333333333334,6511.0,5.5600000000000005,6880.0,5.435727265544758,33.0
M,M50,1644.0,5.48,3230.0,5.286666666666666,4871.0,5.47,6512.0,5.47,6880.0,5.435727265544758,51.0
M,M30,1487.0,4.956666666666666,2968.0,4.9366666666666665,4653.0,5.616666666666666,6477.0,6.08,6880.0,5.435727265544758,39.0
M,M60,1488.0,4.96,2935.0,4.823333333333333,4588.0,5.510000000000001,6505.0,6.39,6880.0,5.435727265544758,62.0
M,M40,1641.0,5.47,3250.0,5.363333333333333,4896.0,5.486666666666666,6489.0,5.3100000000000005,6881.0,5.436517342182191,43.0
M,M30,1639.0,5.463333333333334,3186.0,5.156666666666666,4801.0,5.383333333333334,6492.0,5.636666666666667,6881.0,5.436517342182191,38.0
M,M40,1423.0,4.743333333333334,2875.0,4.84,4582.0,5.69,6467.0,6.283333333333333,6881.0,5.436517342182191,40.0
M,M20,1411.0,4.703333333333333,2793.0,4.6066666666666665,4424.0,5.4366666666666665,6432.0,6.693333333333333,6882.0,5.437307418819626,28.0
M,M40,1694.0,5.6466666666666665,3331.0,5.456666666666666,4966.0,5.45,6538.0,5.239999999999999,6882.0,5.437307418819626,41.0
M,M50,1595.0,5.316666666666666,3148.0,5.176666666666667,4778.0,5.433333333333334,6478.0,5.666666666666667,6882.0,5.437307418819626,50.0
M,M40,1539.0,5.13,3078.0,5.13,4697.0,5.3966666666666665,6477.0,5.933333333333334,6883.0,5.438097495457059,40.0
M,M40,1613.0,5.376666666666667,3174.0,5.203333333333333,4826.0,5.506666666666666,6510.0,5.613333333333333,6883.0,5.438097495457059,42.0
K,K40,1535.0,5.116666666666666,3125.0,5.3,4812.0,5.623333333333333,6506.0,5.6466666666666665,6883.0,5.438097495457059,46.0
M,M30,1689.0,5.63,3291.0,5.34,4922.0,5.4366666666666665,6552.0,5.433333333333334,6883.0,5.438097495457059,33.0
M,M20,1529.0,5.096666666666667,3000.0,4.903333333333333,4602.0,5.34,6438.0,6.12,6883.0,5.438097495457059,29.0
M,M30,1541.0,5.136666666666667,3027.0,4.953333333333333,4732.0,5.683333333333334,6515.0,5.943333333333333,6884.0,5.438887572094493,33.0
M,M40,1600.0,5.333333333333333,3094.0,4.98,4725.0,5.4366666666666665,6492.0,5.89,6884.0,5.438887572094493,48.0
M,M50,1569.0,5.23,3166.0,5.323333333333333,4811.0,5.483333333333333,6501.0,5.633333333333334,6884.0,5.438887572094493,52.0
K,K50,1611.0,5.37,3185.0,5.246666666666667,4813.0,5.426666666666667,6510.0,5.656666666666666,6884.0,5.438887572094493,51.0
M,M20,1655.0,5.516666666666667,3245.0,5.3,4882.0,5.456666666666666,6517.0,5.45,6884.0,5.438887572094493,23.0
K,K40,1596.0,5.319999999999999,3150.0,5.180000000000001,4803.0,5.510000000000001,6499.0,5.653333333333333,6885.0,5.439677648731927,42.0
M,M20,1567.0,5.223333333333333,3159.0,5.306666666666667,4815.0,5.52,6545.0,5.766666666666667,6886.0,5.440467725369361,29.0
M,M30,1558.0,5.193333333333333,3098.0,5.133333333333334,4753.0,5.516666666666667,6507.0,5.846666666666667,6886.0,5.440467725369361,39.0
K,K30,1696.0,5.653333333333333,3271.0,5.25,4881.0,5.366666666666666,6512.0,5.4366666666666665,6886.0,5.440467725369361,34.0
M,M40,1596.0,5.319999999999999,3191.0,5.316666666666666,4837.0,5.486666666666666,6501.0,5.546666666666667,6886.0,5.440467725369361,47.0
M,M30,1579.0,5.263333333333334,3124.0,5.15,4733.0,5.363333333333333,6458.0,5.75,6887.0,5.4412578020067945,38.0
M,M40,1596.0,5.319999999999999,3095.0,4.996666666666667,4701.0,5.3533333333333335,6469.0,5.8933333333333335,6887.0,5.4412578020067945,43.0
K,K40,1600.0,5.333333333333333,3163.0,5.21,4826.0,5.543333333333334,6500.0,5.58,6888.0,5.442047878644229,45.0
M,M20,1728.0,5.760000000000001,3351.0,5.41,4970.0,5.3966666666666665,6551.0,5.27,6888.0,5.442047878644229,22.0
K,K40,1620.0,5.4,3179.0,5.196666666666667,4816.0,5.456666666666666,6507.0,5.636666666666667,6889.0,5.442837955281663,41.0
M,M30,1679.0,5.596666666666667,3264.0,5.283333333333333,4896.0,5.44,6522.0,5.42,6889.0,5.442837955281663,35.0
M,M30,1514.0,5.046666666666667,3024.0,5.033333333333333,4654.0,5.433333333333334,6460.0,6.02,6889.0,5.442837955281663,39.0
K,K30,1613.0,5.376666666666667,3199.0,5.286666666666666,4846.0,5.489999999999999,6511.0,5.55,6889.0,5.442837955281663,34.0
M,M30,1563.0,5.21,3090.0,5.09,4736.0,5.486666666666666,6479.0,5.8100000000000005,6889.0,5.442837955281663,39.0
M,M40,1596.0,5.319999999999999,3166.0,5.233333333333333,4800.0,5.446666666666667,6498.0,5.66,6890.0,5.443628031919096,46.0
M,M30,1602.0,5.34,3169.0,5.223333333333333,4832.0,5.543333333333334,6526.0,5.6466666666666665,6890.0,5.443628031919096,33.0
K,K40,1586.0,5.286666666666666,3111.0,5.083333333333333,4726.0,5.383333333333334,6494.0,5.8933333333333335,6890.0,5.443628031919096,41.0
M,M30,1514.0,5.046666666666667,3023.0,5.03,4674.0,5.503333333333333,6496.0,6.073333333333333,6890.0,5.443628031919096,33.0
M,M20,1379.0,4.596666666666667,2840.0,4.87,4570.0,5.766666666666667,6517.0,6.489999999999999,6890.0,5.443628031919096,27.0
M,M30,1646.0,5.486666666666666,3231.0,5.283333333333333,4875.0,5.48,6518.0,5.476666666666668,6890.0,5.443628031919096,36.0
K,K30,1640.0,5.466666666666667,3230.0,5.3,4874.0,5.48,6534.0,5.533333333333333,6890.0,5.443628031919096,37.0
M,M40,1608.0,5.36,3171.0,5.21,4791.0,5.4,6491.0,5.666666666666667,6891.0,5.444418108556531,49.0
M,M30,1637.0,5.456666666666666,3198.0,5.203333333333333,4835.0,5.456666666666666,6508.0,5.576666666666667,6891.0,5.444418108556531,37.0
M,M40,1531.0,5.1033333333333335,3104.0,5.243333333333334,4754.0,5.5,6490.0,5.786666666666666,6891.0,5.444418108556531,47.0
M,M40,1646.0,5.486666666666666,3228.0,5.2733333333333325,4881.0,5.510000000000001,6529.0,5.493333333333334,6892.0,5.445208185193964,41.0
M,M40,1539.0,5.13,3060.0,5.069999999999999,4675.0,5.383333333333334,6478.0,6.010000000000001,6892.0,5.445208185193964,47.0
K,K30,1572.0,5.239999999999999,3132.0,5.2,4785.0,5.510000000000001,6507.0,5.739999999999999,6892.0,5.445208185193964,37.0
K,K40,1588.0,5.293333333333334,3114.0,5.086666666666667,4844.0,5.766666666666667,6498.0,5.513333333333334,6892.0,5.445208185193964,42.0
K,K20,1637.0,5.456666666666666,3228.0,5.303333333333333,4881.0,5.510000000000001,6530.0,5.496666666666667,6892.0,5.445208185193964,28.0
M,M30,1534.0,5.113333333333333,3022.0,4.96,4697.0,5.583333333333333,6490.0,5.976666666666668,6893.0,5.445998261831398,34.0
M,M50,1510.0,5.033333333333333,3012.0,5.006666666666666,4678.0,5.553333333333333,6477.0,5.996666666666667,6893.0,5.445998261831398,54.0
K,K40,1599.0,5.33,3193.0,5.3133333333333335,4837.0,5.48,6502.0,5.55,6894.0,5.446788338468832,42.0
M,M40,1485.0,4.95,3015.0,5.1,4686.0,5.569999999999999,6494.0,6.026666666666667,6894.0,5.446788338468832,40.0
M,M40,1569.0,5.23,3128.0,5.196666666666667,4785.0,5.5233333333333325,6504.0,5.73,6895.0,5.447578415106266,45.0
K,K30,1679.0,5.596666666666667,3289.0,5.366666666666666,4948.0,5.53,6546.0,5.326666666666667,6895.0,5.447578415106266,31.0
K,K40,1607.0,5.3566666666666665,3153.0,5.153333333333333,4800.0,5.489999999999999,6512.0,5.706666666666666,6895.0,5.447578415106266,40.0
K,K30,1634.0,5.446666666666667,3200.0,5.22,4856.0,5.52,6518.0,5.54,6895.0,5.447578415106266,37.0
K,K30,1642.0,5.473333333333333,3201.0,5.196666666666667,4841.0,5.466666666666667,6511.0,5.566666666666666,6896.0,5.448368491743699,30.0
M,M40,1671.0,5.569999999999999,3262.0,5.303333333333333,4905.0,5.476666666666668,6523.0,5.3933333333333335,6897.0,5.449158568381134,42.0
M,M50,1582.0,5.2733333333333325,3166.0,5.28,4835.0,5.5633333333333335,6513.0,5.593333333333334,6897.0,5.449158568381134,56.0
K,K30,1632.0,5.44,3215.0,5.276666666666667,4863.0,5.493333333333334,6538.0,5.583333333333333,6897.0,5.449158568381134,30.0
M,M20,1438.0,4.793333333333334,2936.0,4.993333333333334,4619.0,5.61,6436.0,6.056666666666667,6897.0,5.449158568381134,22.0
M,M30,1619.0,5.3966666666666665,3218.0,5.33,,,6524.0,,6897.0,5.449158568381134,35.0
M,M20,1589.0,5.296666666666667,3170.0,5.27,4836.0,5.553333333333333,6521.0,5.616666666666666,6898.0,5.449948645018567,23.0
M,M40,1505.0,5.016666666666667,3039.0,5.113333333333333,4723.0,5.613333333333333,6496.0,5.91,6898.0,5.449948645018567,45.0
M,M20,1623.0,5.41,3211.0,5.293333333333334,4842.0,5.4366666666666665,6515.0,5.576666666666667,6898.0,5.449948645018567,27.0
M,M40,1620.0,5.4,3197.0,5.256666666666666,4850.0,5.510000000000001,6537.0,5.623333333333333,6899.0,5.450738721656,42.0
M,M40,1611.0,5.37,3183.0,5.239999999999999,4839.0,5.52,6532.0,5.6433333333333335,6899.0,5.450738721656,40.0
M,M30,1481.0,4.9366666666666665,3006.0,5.083333333333333,4707.0,5.67,6508.0,6.003333333333333,6900.0,5.451528798293435,39.0
M,M30,1723.0,5.743333333333334,3371.0,5.493333333333334,4967.0,5.319999999999999,6554.0,5.29,6900.0,5.451528798293435,39.0
M,M30,1639.0,5.463333333333334,3215.0,5.253333333333333,4858.0,5.476666666666668,6541.0,5.61,6900.0,5.451528798293435,32.0
M,M40,1685.0,5.616666666666666,3294.0,5.363333333333333,4954.0,5.533333333333333,6551.0,5.323333333333333,6901.0,5.452318874930868,40.0
M,M30,1475.0,4.916666666666667,3017.0,5.14,4725.0,5.693333333333333,6500.0,5.916666666666667,6901.0,5.452318874930868,33.0
M,M40,1723.0,5.743333333333334,3373.0,5.5,4967.0,5.3133333333333335,6555.0,5.293333333333334,6901.0,5.452318874930868,48.0
M,M50,1651.0,5.503333333333333,3163.0,5.04,4768.0,5.35,6497.0,5.763333333333334,6902.0,5.453108951568302,50.0
K,K20,1633.0,5.443333333333333,3210.0,5.256666666666666,4845.0,5.45,6534.0,5.63,6903.0,5.453899028205736,24.0
K,K30,1610.0,5.366666666666666,3183.0,5.243333333333334,4812.0,5.430000000000001,6516.0,5.680000000000001,6903.0,5.453899028205736,38.0
M,M30,1590.0,5.3,3130.0,5.133333333333334,4717.0,5.29,6516.0,5.996666666666667,6903.0,5.453899028205736,32.0
M,M40,1670.0,5.566666666666666,3264.0,5.3133333333333335,4909.0,5.483333333333333,6557.0,5.493333333333334,6904.0,5.45468910484317,44.0
