Płeć,Kategoria wiekowa,5 km Czas,5 km Tempo,10 km Czas,10 km Tempo,15 km Czas,15 km Tempo,20 km Czas,20 km Tempo,Czas,Tempo,Wiek
M,M40,1607.0,5.3566666666666665,3199.0,5.306666666666667,4841.0,5.473333333333333,6584.0,5.8100000000000005,6888.0,5.442047878644229,42.0
M,M30,1451.0,4.836666666666667,2926.0,4.916666666666667,4566.0,5.466666666666667,6517.0,6.503333333333333,6889.0,5.442837955281663,40.0
K,K20,1514.0,5.046666666666667,3039.0,5.083333333333333,4681.0,5.473333333333333,6545.0,6.213333333333334,6890.0,5.443628031919096,29.0
M,M40,1511.0,5.036666666666666,3055.0,5.1466666666666665,4684.0,5.430000000000001,6547.0,6.21,6890.0,5.443628031919096,42.0
M,M50,1547.0,5.156666666666666,3078.0,5.1033333333333335,4683.0,5.35,6549.0,6.22,6891.0,5.444418108556531,52.0
M,M40,1598.0,5.326666666666667,3186.0,5.293333333333334,4832.0,5.486666666666666,6571.0,5.796666666666667,6891.0,5.444418108556531,42.0
K,K30,1565.0,5.216666666666667,3106.0,5.136666666666667,4753.0,5.489999999999999,6576.0,6.076666666666667,6891.0,5.444418108556531,40.0
M,M50,1581.0,5.27,3158.0,5.256666666666666,4783.0,5.416666666666667,6553.0,5.9,6891.0,5.444418108556531,56.0
M,M40,1564.0,5.213333333333334,3137.0,5.243333333333334,4760.0,5.41,6570.0,6.033333333333333,6892.0,5.445208185193964,41.0
K,K20,1614.0,5.38,3195.0,5.27,4845.0,5.5,6588.0,5.8100000000000005,6892.0,5.445208185193964,30.0
M,M40,1583.0,5.276666666666667,3103.0,5.066666666666666,4734.0,5.4366666666666665,6571.0,6.123333333333333,6893.0,5.445998261831398,50.0
M,M40,1585.0,5.283333333333333,3169.0,5.28,4801.0,5.44,6571.0,5.9,6893.0,5.445998261831398,43.0
M,M50,1486.0,4.953333333333333,3055.0,5.23,4699.0,5.48,6574.0,6.25,6893.0,5.445998261831398,51.0
M,M30,1633.0,5.443333333333333,3243.0,5.366666666666666,4901.0,5.526666666666667,6602.0,5.67,6894.0,5.446788338468832,35.0
M,M30,1603.0,5.343333333333334,3202.0,5.33,4828.0,5.42,6567.0,5.796666666666667,6894.0,5.446788338468832,33.0
M,M20,1615.0,5.383333333333334,3196.0,5.27,4846.0,5.5,6591.0,5.816666666666666,6895.0,5.447578415106266,30.0
M,M30,1606.0,5.3533333333333335,3196.0,5.3,4864.0,5.5600000000000005,6599.0,5.783333333333333,6895.0,5.447578415106266,35.0
M,M20,1529.0,5.096666666666667,3089.0,5.2,4745.0,5.52,6592.0,6.156666666666666,6895.0,5.447578415106266,25.0
M,M40,1534.0,5.113333333333333,3063.0,5.096666666666667,4691.0,5.426666666666667,6537.0,6.153333333333333,6896.0,5.448368491743699,44.0
M,M40,1486.0,4.953333333333333,3060.0,5.246666666666667,4681.0,5.403333333333333,6556.0,6.25,6896.0,5.448368491743699,44.0
M,M20,1442.0,4.806666666666667,2891.0,4.83,4584.0,5.6433333333333335,6549.0,6.55,6896.0,5.448368491743699,28.0
M,M40,1509.0,5.03,3103.0,5.3133333333333335,4798.0,5.65,6595.0,5.989999999999999,6896.0,5.448368491743699,46.0
M,M30,1604.0,5.346666666666667,3211.0,5.3566666666666665,4836.0,5.416666666666667,6595.0,5.863333333333333,6896.0,5.448368491743699,31.0
M,M30,1580.0,5.266666666666667,3191.0,5.37,4863.0,5.573333333333333,6608.0,5.816666666666666,6896.0,5.448368491743699,36.0
M,M30,1546.0,5.153333333333333,3178.0,5.44,4790.0,5.373333333333333,6575.0,5.95,6896.0,5.448368491743699,37.0
M,M20,1532.0,5.1066666666666665,3106.0,5.246666666666667,4734.0,5.426666666666667,6575.0,6.136666666666667,6897.0,5.449158568381134,21.0
K,K40,1576.0,5.253333333333333,3147.0,5.236666666666666,4808.0,5.536666666666666,6580.0,5.906666666666666,6897.0,5.449158568381134,46.0
M,M50,1529.0,5.096666666666667,3075.0,5.153333333333333,4691.0,5.386666666666667,6552.0,6.203333333333333,6897.0,5.449158568381134,53.0
M,M50,1621.0,5.403333333333333,3231.0,5.366666666666666,4866.0,5.45,6601.0,5.783333333333333,6898.0,5.449948645018567,52.0
M,M50,1535.0,5.116666666666666,3090.0,5.183333333333334,4748.0,5.526666666666667,6588.0,6.133333333333334,6899.0,5.450738721656,54.0
M,M50,1652.0,5.506666666666666,3282.0,5.433333333333334,4913.0,5.4366666666666665,6613.0,5.666666666666667,6899.0,5.450738721656,57.0
M,M30,1583.0,5.276666666666667,3143.0,5.2,4809.0,5.553333333333333,6584.0,5.916666666666667,6900.0,5.451528798293435,38.0
K,K40,1543.0,5.1433333333333335,3100.0,5.19,4735.0,5.45,6568.0,6.11,6900.0,5.451528798293435,47.0
M,M20,1631.0,5.4366666666666665,3223.0,5.306666666666667,4865.0,5.473333333333333,6598.0,5.776666666666667,6900.0,5.451528798293435,28.0
M,M30,1626.0,5.42,3207.0,5.27,4819.0,5.373333333333333,6590.0,5.903333333333333,6900.0,5.451528798293435,35.0
M,M30,1640.0,5.466666666666667,3224.0,5.28,4867.0,5.476666666666668,6607.0,5.8,6901.0,5.452318874930868,33.0
M,M40,1544.0,5.1466666666666665,3097.0,5.176666666666667,4738.0,5.47,6569.0,6.1033333333333335,6901.0,5.452318874930868,47.0
M,M50,1608.0,5.36,3200.0,5.306666666666667,4840.0,5.466666666666667,6578.0,5.793333333333334,6902.0,5.453108951568302,53.0
M,M40,1553.0,5.176666666666667,3098.0,5.15,4717.0,5.3966666666666665,6562.0,6.15,6902.0,5.453108951568302,47.0
M,M40,1531.0,5.1033333333333335,3064.0,5.11,4744.0,5.6,6592.0,6.16,6902.0,5.453108951568302,49.0
M,M20,1561.0,5.203333333333333,3178.0,5.39,4807.0,5.430000000000001,6600.0,5.976666666666668,6903.0,5.453899028205736,27.0
M,M30,1439.0,4.796666666666667,2922.0,4.943333333333333,4581.0,5.53,6553.0,6.573333333333333,6903.0,5.453899028205736,36.0
M,M50,1569.0,5.23,3159.0,5.3,4795.0,5.453333333333333,6572.0,5.923333333333333,6903.0,5.453899028205736,54.0
M,M30,1560.0,5.2,3121.0,5.203333333333333,4764.0,5.476666666666668,6575.0,6.036666666666666,6903.0,5.453899028205736,36.0
M,M30,1605.0,5.35,3193.0,5.293333333333334,4895.0,5.673333333333333,6622.0,5.756666666666666,6904.0,5.45468910484317,31.0
M,M40,1643.0,5.476666666666668,3257.0,5.38,4879.0,5.406666666666666,6607.0,5.760000000000001,6905.0,5.455479181480603,42.0
M,M50,1601.0,5.336666666666667,3208.0,5.3566666666666665,4817.0,5.363333333333333,6593.0,5.92,6905.0,5.455479181480603,56.0
K,K30,1609.0,5.363333333333333,3189.0,5.266666666666667,4839.0,5.5,6595.0,5.8533333333333335,6905.0,5.455479181480603,40.0
M,M20,1484.0,4.946666666666667,3007.0,5.076666666666667,4643.0,5.453333333333333,6548.0,6.35,6906.0,5.456269258118038,28.0
K,K40,1610.0,5.366666666666666,3190.0,5.266666666666667,4840.0,5.5,6597.0,5.8566666666666665,6906.0,5.456269258118038,50.0
M,M30,1633.0,5.443333333333333,3265.0,5.44,4908.0,5.476666666666668,6610.0,5.673333333333333,6907.0,5.457059334755472,32.0
M,M50,1618.0,5.3933333333333335,3193.0,5.25,4815.0,5.406666666666666,6586.0,5.903333333333333,6907.0,5.457059334755472,51.0
M,M30,1634.0,5.446666666666667,3257.0,5.41,4923.0,5.553333333333333,6624.0,5.67,6907.0,5.457059334755472,32.0
M,M20,1700.0,5.666666666666667,3345.0,5.483333333333333,4883.0,5.126666666666667,6576.0,5.6433333333333335,6907.0,5.457059334755472,28.0
M,M30,1614.0,5.38,3214.0,5.333333333333333,4888.0,5.58,6592.0,5.680000000000001,6908.0,5.457849411392905,36.0
M,M20,1522.0,5.073333333333333,3043.0,5.069999999999999,4723.0,5.6,6570.0,6.156666666666666,6908.0,5.457849411392905,29.0
M,M60,1612.0,5.373333333333333,3192.0,5.266666666666667,4839.0,5.489999999999999,6601.0,5.873333333333333,6908.0,5.457849411392905,63.0
M,M20,1562.0,5.206666666666666,3179.0,5.39,4808.0,5.430000000000001,6603.0,5.983333333333333,6908.0,5.457849411392905,29.0
K,K30,1600.0,5.333333333333333,3187.0,5.29,4830.0,5.476666666666668,6610.0,5.933333333333334,6908.0,5.457849411392905,39.0
M,M40,1559.0,5.196666666666667,3095.0,5.12,4736.0,5.47,6588.0,6.173333333333333,6909.0,5.45863948803034,41.0
K,K40,1610.0,5.366666666666666,3202.0,5.306666666666667,4835.0,5.443333333333333,6588.0,5.843333333333334,6909.0,5.45863948803034,48.0
M,M50,1591.0,5.303333333333333,3182.0,5.303333333333333,4825.0,5.476666666666668,6598.0,5.91,6910.0,5.459429564667773,52.0
M,M20,1582.0,5.2733333333333325,3154.0,5.239999999999999,4761.0,5.3566666666666665,6555.0,5.98,6910.0,5.459429564667773,29.0
M,M20,1559.0,5.196666666666667,3132.0,5.243333333333334,4781.0,5.496666666666667,6576.0,5.983333333333333,6910.0,5.459429564667773,26.0
M,M40,1465.0,4.883333333333334,2998.0,5.11,4728.0,5.766666666666667,6607.0,6.263333333333334,6911.0,5.460219641305207,43.0
M,M30,1569.0,5.23,3128.0,5.196666666666667,4756.0,5.426666666666667,6570.0,6.046666666666667,6911.0,5.460219641305207,35.0
M,M30,1648.0,5.493333333333334,3290.0,5.473333333333333,4977.0,5.623333333333333,6615.0,5.46,6913.0,5.461799794580075,38.0
M,M20,1604.0,5.346666666666667,3194.0,5.3,4838.0,5.48,6589.0,5.836666666666667,6913.0,5.461799794580075,27.0
M,M20,1725.0,5.75,3220.0,4.983333333333333,4773.0,5.176666666666667,6582.0,6.03,6913.0,5.461799794580075,28.0
M,M40,1706.0,5.6866666666666665,3333.0,5.423333333333333,4979.0,5.486666666666666,6623.0,5.48,6913.0,5.461799794580075,43.0
M,M30,1559.0,5.196666666666667,3114.0,5.183333333333334,4746.0,5.44,6577.0,6.1033333333333335,6915.0,5.463379947854943,38.0
M,M30,1603.0,5.343333333333334,3148.0,5.15,4743.0,5.316666666666666,6557.0,6.046666666666667,6915.0,5.463379947854943,33.0
M,M50,1589.0,5.296666666666667,3179.0,5.3,4825.0,5.486666666666666,6589.0,5.88,6915.0,5.463379947854943,51.0
M,M40,1576.0,5.253333333333333,3141.0,5.216666666666667,4781.0,5.466666666666667,6589.0,6.026666666666667,6915.0,5.463379947854943,49.0
M,M20,1461.0,4.87,3001.0,5.133333333333334,4692.0,5.636666666666667,6610.0,6.3933333333333335,6916.0,5.464170024492376,24.0
M,M40,1576.0,5.253333333333333,3144.0,5.226666666666668,4789.0,5.483333333333333,6583.0,5.98,6917.0,5.46496010112981,50.0
M,M30,1572.0,5.239999999999999,3171.0,5.33,4821.0,5.5,6585.0,5.88,6917.0,5.46496010112981,37.0
K,K40,1579.0,5.263333333333334,3143.0,5.213333333333334,4785.0,5.473333333333333,6595.0,6.033333333333333,6919.0,5.466540254404678,49.0
K,K30,1656.0,5.52,3249.0,5.3100000000000005,4885.0,5.453333333333333,6644.0,5.863333333333333,6920.0,5.467330331042111,34.0
M,M30,1495.0,4.983333333333333,2997.0,5.006666666666666,4640.0,5.476666666666668,6585.0,6.483333333333333,6920.0,5.467330331042111,37.0
M,M20,1462.0,4.873333333333333,3052.0,5.3,4689.0,5.456666666666666,6592.0,6.343333333333334,6920.0,5.467330331042111,28.0
K,K40,1510.0,5.033333333333333,3051.0,5.136666666666667,4711.0,5.533333333333333,6564.0,6.176666666666667,6920.0,5.467330331042111,44.0
M,M40,1531.0,5.1033333333333335,3072.0,5.136666666666667,4704.0,5.44,6582.0,6.260000000000001,6921.0,5.468120407679545,41.0
K,K40,1517.0,5.056666666666667,3056.0,5.13,4730.0,5.58,6600.0,6.233333333333333,6921.0,5.468120407679545,50.0
K,K30,1593.0,5.3100000000000005,3156.0,5.21,4806.0,5.5,6604.0,5.993333333333334,6922.0,5.468910484316979,31.0
K,K30,1645.0,5.483333333333333,3257.0,5.373333333333333,4855.0,5.326666666666667,6605.0,5.833333333333333,6922.0,5.468910484316979,35.0
M,M30,1591.0,5.303333333333333,3155.0,5.213333333333334,4805.0,5.5,6603.0,5.993333333333334,6922.0,5.468910484316979,33.0
K,K20,1521.0,5.069999999999999,3062.0,5.136666666666667,4715.0,5.510000000000001,6568.0,6.176666666666667,6922.0,5.468910484316979,27.0
M,M50,1612.0,5.373333333333333,3233.0,5.403333333333333,4886.0,5.510000000000001,6620.0,5.78,6923.0,5.469700560954412,52.0
M,M50,1557.0,5.19,3082.0,5.083333333333333,4726.0,5.48,6608.0,6.2733333333333325,6923.0,5.469700560954412,56.0
K,K30,1608.0,5.36,3208.0,5.333333333333333,4873.0,5.55,6609.0,5.786666666666666,6924.0,5.470490637591847,39.0
M,M30,1542.0,5.14,3130.0,5.293333333333334,4824.0,5.6466666666666665,6592.0,5.8933333333333335,6926.0,5.472070790866714,40.0
M,M50,1470.0,4.9,2993.0,5.076666666666667,4631.0,5.46,6574.0,6.476666666666668,6927.0,5.472860867504148,52.0
M,M50,1613.0,5.376666666666667,3176.0,5.21,4784.0,5.36,6602.0,6.0600000000000005,6928.0,5.473650944141582,51.0
M,M30,1500.0,5.0,3026.0,5.086666666666667,4672.0,5.486666666666666,6569.0,6.323333333333333,6929.0,5.474441020779016,40.0
M,M30,1602.0,5.34,3162.0,5.2,4801.0,5.463333333333334,6619.0,6.0600000000000005,6929.0,5.474441020779016,34.0
M,M40,1675.0,5.583333333333333,3298.0,5.41,4904.0,5.3533333333333335,6642.0,5.793333333333334,6929.0,5.474441020779016,42.0
M,M30,1541.0,5.136666666666667,3130.0,5.296666666666667,4811.0,5.6033333333333335,6623.0,6.04,6930.0,5.47523109741645,38.0
K,K30,1598.0,5.326666666666667,3195.0,5.323333333333333,4841.0,5.486666666666666,6611.0,5.9,6932.0,5.476811250691317,36.0
M,M30,1487.0,4.956666666666666,3052.0,5.216666666666667,4800.0,5.826666666666667,6615.0,6.05,6933.0,5.477601327328752,34.0
M,M50,1547.0,5.156666666666666,3123.0,5.253333333333333,4800.0,5.59,6613.0,6.043333333333334,6933.0,5.477601327328752,57.0
K,K40,1652.0,5.506666666666666,3262.0,5.366666666666666,4888.0,5.42,6622.0,5.78,6934.0,5.478391403966185,42.0
M,M30,1568.0,5.226666666666668,3206.0,5.46,4748.0,5.14,6582.0,6.113333333333333,6934.0,5.478391403966185,37.0
K,K30,1499.0,4.996666666666667,3102.0,5.343333333333334,4795.0,5.6433333333333335,6621.0,6.086666666666667,6934.0,5.478391403966185,36.0
M,M50,1602.0,5.34,3187.0,5.283333333333333,4807.0,5.4,6655.0,6.16,6934.0,5.478391403966185,54.0
K,K40,1664.0,5.546666666666667,3250.0,5.286666666666666,4897.0,5.489999999999999,6623.0,5.753333333333333,6934.0,5.478391403966185,42.0
M,M40,1603.0,5.343333333333334,3178.0,5.25,4833.0,5.516666666666667,6614.0,5.9366666666666665,6934.0,5.478391403966185,44.0
K,K30,1559.0,5.196666666666667,3128.0,5.23,4776.0,5.493333333333334,6626.0,6.166666666666667,6936.0,5.479971557241053,33.0
M,M40,1629.0,5.430000000000001,3241.0,5.373333333333333,4897.0,5.52,6622.0,5.75,6936.0,5.479971557241053,49.0
M,M30,1512.0,5.04,3087.0,5.25,4771.0,5.613333333333333,6611.0,6.133333333333334,6936.0,5.479971557241053,35.0
M,M30,1672.0,5.573333333333333,3284.0,5.373333333333333,4905.0,5.403333333333333,6642.0,5.79,6936.0,5.479971557241053,40.0
M,M20,1586.0,5.286666666666666,3160.0,5.246666666666667,4804.0,5.48,6625.0,6.069999999999999,6936.0,5.479971557241053,29.0
M,M40,1529.0,5.096666666666667,3081.0,5.173333333333333,4696.0,5.383333333333334,6572.0,6.253333333333333,6938.0,5.48155171051592,43.0
M,M50,1533.0,5.11,3078.0,5.15,4723.0,5.483333333333333,6581.0,6.193333333333333,6939.0,5.482341787153355,51.0
M,M30,1383.0,4.61,2852.0,4.8966666666666665,4531.0,5.596666666666667,6559.0,6.760000000000001,6939.0,5.482341787153355,36.0
M,M20,1638.0,5.46,3222.0,5.28,4820.0,5.326666666666667,6602.0,5.94,6939.0,5.482341787153355,29.0
K,K20,1571.0,5.236666666666666,3189.0,5.3933333333333335,4859.0,5.566666666666666,6623.0,5.88,6940.0,5.483131863790788,30.0
K,K30,1641.0,5.47,3274.0,5.443333333333333,4962.0,5.626666666666667,6666.0,5.680000000000001,6940.0,5.483131863790788,34.0
M,M40,1621.0,5.403333333333333,3243.0,5.406666666666666,4870.0,5.423333333333333,6626.0,5.8533333333333335,6941.0,5.483921940428222,50.0
M,M40,1605.0,5.35,3206.0,5.336666666666667,4853.0,5.489999999999999,6612.0,5.863333333333333,6941.0,5.483921940428222,41.0
M,M30,1572.0,5.239999999999999,3118.0,5.153333333333333,4769.0,5.503333333333333,6611.0,6.14,6941.0,5.483921940428222,36.0
M,M40,1535.0,5.116666666666666,3096.0,5.203333333333333,4788.0,5.64,6605.0,6.056666666666667,6941.0,5.483921940428222,41.0
K,K40,1595.0,5.316666666666666,3183.0,5.293333333333334,4816.0,5.443333333333333,6614.0,5.993333333333334,6941.0,5.483921940428222,47.0
M,M20,1583.0,5.276666666666667,3153.0,5.233333333333333,4801.0,5.493333333333334,6629.0,6.093333333333334,6941.0,5.483921940428222,27.0
M,M50,1610.0,5.366666666666666,3225.0,5.383333333333334,4876.0,5.503333333333333,6634.0,5.86,6942.0,5.484712017065656,53.0
M,M50,1618.0,5.3933333333333335,3216.0,5.326666666666667,4891.0,5.583333333333333,6638.0,5.823333333333333,6942.0,5.484712017065656,57.0
M,M30,1606.0,5.3533333333333335,3198.0,5.306666666666667,4819.0,5.403333333333333,6612.0,5.976666666666668,6943.0,5.485502093703089,40.0
M,M50,1582.0,5.2733333333333325,3147.0,5.216666666666667,4793.0,5.486666666666666,6598.0,6.016666666666667,6943.0,5.485502093703089,51.0
M,M50,1588.0,5.293333333333334,3162.0,5.246666666666667,4787.0,5.416666666666667,6593.0,6.02,6943.0,5.485502093703089,59.0
M,M60,1565.0,5.216666666666667,3140.0,5.25,4768.0,5.426666666666667,6593.0,6.083333333333333,6944.0,5.486292170340523,61.0
M,M30,1530.0,5.1,3044.0,5.046666666666667,4689.0,5.483333333333333,6600.0,6.37,6944.0,5.486292170340523,34.0
M,M40,1407.0,4.69,2885.0,4.926666666666667,4518.0,5.443333333333333,6632.0,7.046666666666667,6945.0,5.487082246977957,43.0
M,M30,1492.0,4.973333333333333,2981.0,4.963333333333334,4578.0,5.323333333333333,6595.0,6.723333333333333,6945.0,5.487082246977957,34.0
M,M30,1578.0,5.260000000000001,3131.0,5.176666666666667,4778.0,5.489999999999999,6604.0,6.086666666666667,6945.0,5.487082246977957,34.0
K,K30,1673.0,5.576666666666667,3296.0,5.41,4924.0,5.426666666666667,6635.0,5.703333333333333,6945.0,5.487082246977957,38.0
M,M50,1489.0,4.963333333333334,3030.0,5.136666666666667,4702.0,5.573333333333333,6588.0,6.286666666666666,6945.0,5.487082246977957,58.0
M,M30,1551.0,5.17,3125.0,5.246666666666667,4771.0,5.486666666666666,6609.0,6.126666666666667,6945.0,5.487082246977957,34.0
M,M30,1595.0,5.316666666666666,3141.0,5.153333333333333,4766.0,5.416666666666667,6607.0,6.136666666666667,6945.0,5.487082246977957,40.0
M,M30,1545.0,5.15,3075.0,5.1,4685.0,5.366666666666666,6585.0,6.333333333333333,6946.0,5.487872323615391,40.0
M,M40,1506.0,5.02,3072.0,5.22,4756.0,5.613333333333333,6601.0,6.15,6946.0,5.487872323615391,44.0
M,M20,1696.0,5.653333333333333,3391.0,5.65,4986.0,5.316666666666666,6652.0,5.553333333333333,6947.0,5.488662400252824,23.0
M,M40,1497.0,4.989999999999999,3012.0,5.05,4642.0,5.433333333333334,6580.0,6.46,6947.0,5.488662400252824,47.0
M,M20,1541.0,5.136666666666667,3068.0,5.09,4705.0,5.456666666666666,6615.0,6.366666666666666,6947.0,5.488662400252824,26.0
M,M30,1551.0,5.17,3092.0,5.136666666666667,4772.0,5.6,6612.0,6.133333333333334,6948.0,5.489452476890259,39.0
M,M30,1574.0,5.246666666666667,3189.0,5.383333333333334,4820.0,5.4366666666666665,6619.0,5.996666666666667,6948.0,5.489452476890259,32.0
M,M40,1607.0,5.3566666666666665,3198.0,5.303333333333333,4882.0,5.613333333333333,6637.0,5.85,6948.0,5.489452476890259,46.0
M,M50,1596.0,5.319999999999999,3190.0,5.3133333333333335,4856.0,5.553333333333333,6623.0,5.89,6948.0,5.489452476890259,53.0
K,K30,1632.0,5.44,3223.0,5.303333333333333,4875.0,5.506666666666666,6630.0,5.85,6948.0,5.489452476890259,31.0
M,M40,1537.0,5.123333333333333,3079.0,5.14,4738.0,5.53,6596.0,6.193333333333333,6949.0,5.490242553527692,42.0
K,K40,1590.0,5.3,3140.0,5.166666666666667,4854.0,5.713333333333334,6630.0,5.92,6949.0,5.490242553527692,48.0
K,K30,1662.0,5.54,3230.0,5.226666666666668,4864.0,5.446666666666667,6638.0,5.913333333333333,6950.0,5.491032630165126,35.0
M,M30,1616.0,5.386666666666667,3191.0,5.25,4857.0,5.553333333333333,6638.0,5.9366666666666665,6950.0,5.491032630165126,39.0
M,M20,1633.0,5.443333333333333,3204.0,5.236666666666666,4830.0,5.42,6625.0,5.983333333333333,6950.0,5.491032630165126,22.0
K,K40,1613.0,5.376666666666667,3179.0,5.22,4835.0,5.52,6624.0,5.963333333333334,6950.0,5.491032630165126,41.0
M,M40,1515.0,5.05,3027.0,5.04,4676.0,5.496666666666667,6594.0,6.3933333333333335,6950.0,5.491032630165126,43.0
M,M30,1557.0,5.19,3124.0,5.223333333333333,4767.0,5.476666666666668,6604.0,6.123333333333333,6951.0,5.4918227068025605,39.0
M,M30,1490.0,4.966666666666667,3178.0,5.626666666666667,4797.0,5.3966666666666665,6624.0,6.09,6951.0,5.4918227068025605,39.0
M,M40,1589.0,5.296666666666667,3191.0,5.34,4865.0,5.58,6634.0,5.8966666666666665,6951.0,5.4918227068025605,46.0
M,M30,1632.0,5.44,3230.0,5.326666666666667,4888.0,5.526666666666667,6641.0,5.843333333333334,6952.0,5.492612783439994,35.0
M,M20,1651.0,5.503333333333333,3261.0,5.366666666666666,4895.0,5.446666666666667,6647.0,5.84,6952.0,5.492612783439994,24.0
M,M20,1539.0,5.13,3071.0,5.1066666666666665,4734.0,5.543333333333334,6619.0,6.283333333333333,6952.0,5.492612783439994,26.0
M,M40,1631.0,5.4366666666666665,3202.0,5.236666666666666,4837.0,5.45,6616.0,5.930000000000001,6953.0,5.493402860077428,45.0
M,M50,1568.0,5.226666666666668,3124.0,5.1866666666666665,4760.0,5.453333333333333,6613.0,6.176666666666667,6954.0,5.494192936714862,55.0
M,M50,1595.0,5.316666666666666,3159.0,5.213333333333334,4782.0,5.41,6617.0,6.116666666666666,6955.0,5.494983013352296,57.0
M,M40,1616.0,5.386666666666667,3188.0,5.239999999999999,4813.0,5.416666666666667,6623.0,6.033333333333333,6955.0,5.494983013352296,48.0
M,M20,1511.0,5.036666666666666,3042.0,5.1033333333333335,4641.0,5.33,6587.0,6.486666666666666,6955.0,5.494983013352296,24.0
M,M30,1550.0,5.166666666666667,3069.0,5.0633333333333335,4642.0,5.243333333333334,6549.0,6.3566666666666665,6956.0,5.495773089989729,37.0
K,K30,1604.0,5.346666666666667,3210.0,5.3533333333333335,4822.0,5.373333333333333,6609.0,5.956666666666666,6956.0,5.495773089989729,31.0
M,M30,1566.0,5.22,3140.0,5.246666666666667,4797.0,5.5233333333333325,6625.0,6.093333333333334,6957.0,5.496563166627164,40.0
M,M40,1609.0,5.363333333333333,3205.0,5.319999999999999,4852.0,5.489999999999999,6645.0,5.976666666666668,6959.0,5.498143319902031,42.0
M,M30,1616.0,5.386666666666667,3207.0,5.303333333333333,4840.0,5.443333333333333,6630.0,5.966666666666667,6959.0,5.498143319902031,37.0
M,M20,1721.0,5.736666666666666,3340.0,5.3966666666666665,4999.0,5.53,6683.0,5.613333333333333,6959.0,5.498143319902031,30.0
M,M20,1599.0,5.33,3196.0,5.323333333333333,4828.0,5.44,6620.0,5.973333333333333,6960.0,5.498933396539465,30.0
M,M30,1777.0,5.923333333333333,3362.0,5.283333333333333,4991.0,5.430000000000001,6671.0,5.6,6960.0,5.498933396539465,37.0
M,M50,1591.0,5.303333333333333,3170.0,5.263333333333334,4829.0,5.53,6632.0,6.010000000000001,6960.0,5.498933396539465,53.0
M,M30,1458.0,4.86,2938.0,4.933333333333334,4753.0,6.05,6651.0,6.326666666666667,6960.0,5.498933396539465,36.0
M,M40,1627.0,5.423333333333333,3247.0,5.4,4921.0,5.58,6648.0,5.756666666666666,6960.0,5.498933396539465,44.0
K,K40,1557.0,5.19,3145.0,5.293333333333334,4809.0,5.546666666666667,6620.0,6.036666666666666,6960.0,5.498933396539465,48.0
K,K40,1705.0,5.683333333333334,3273.0,5.226666666666668,4942.0,5.5633333333333335,6663.0,5.736666666666666,6961.0,5.499723473176899,48.0
M,M40,1611.0,5.37,3213.0,5.34,4861.0,5.493333333333334,6627.0,5.886666666666667,6961.0,5.499723473176899,46.0
K,K30,1564.0,5.213333333333334,3175.0,5.37,4823.0,5.493333333333334,6645.0,6.073333333333333,6962.0,5.5005135498143325,31.0
K,K50,1510.0,5.033333333333333,3057.0,5.156666666666666,4737.0,5.6,6611.0,6.246666666666667,6962.0,5.5005135498143325,53.0
M,M30,1607.0,5.3566666666666665,3151.0,5.1466666666666665,4849.0,5.66,6644.0,5.983333333333333,6962.0,5.5005135498143325,31.0
M,M20,1657.0,5.5233333333333325,3260.0,5.343333333333334,4880.0,5.4,6647.0,5.89,6962.0,5.5005135498143325,29.0
M,M40,1503.0,5.010000000000001,3071.0,5.226666666666668,4763.0,5.64,6629.0,6.22,6963.0,5.501303626451766,47.0
M,M50,1595.0,5.316666666666666,3140.0,5.15,4798.0,5.526666666666667,6632.0,6.113333333333333,6964.0,5.5020937030892,52.0
M,M20,1451.0,4.836666666666667,2992.0,5.136666666666667,4707.0,5.716666666666667,6622.0,6.383333333333334,6965.0,5.502883779726633,29.0
M,M30,1624.0,5.413333333333333,3247.0,5.41,4889.0,5.473333333333333,6672.0,5.943333333333333,6965.0,5.502883779726633,31.0
M,M30,1480.0,4.933333333333334,2996.0,5.053333333333333,4635.0,5.463333333333334,6619.0,6.613333333333333,6965.0,5.502883779726633,38.0
M,M40,1531.0,5.1033333333333335,3129.0,5.326666666666667,4782.0,5.510000000000001,6650.0,6.226666666666668,6965.0,5.502883779726633,41.0
M,M30,1643.0,5.476666666666668,3274.0,5.4366666666666665,4927.0,5.510000000000001,6659.0,5.7733333333333325,6965.0,5.502883779726633,34.0
M,M40,1655.0,5.516666666666667,3235.0,5.266666666666667,4884.0,5.496666666666667,6647.0,5.876666666666667,6965.0,5.502883779726633,50.0
M,M30,1588.0,5.293333333333334,3180.0,5.306666666666667,4850.0,5.566666666666666,6644.0,5.98,6965.0,5.502883779726633,37.0
M,M20,1575.0,5.25,3217.0,5.473333333333333,4915.0,5.66,6668.0,5.843333333333334,6965.0,5.502883779726633,28.0
M,M40,1559.0,5.196666666666667,3134.0,5.25,4816.0,5.6066666666666665,6639.0,6.076666666666667,6966.0,5.503673856364068,45.0
M,M30,1528.0,5.093333333333334,3036.0,5.026666666666667,4686.0,5.5,6599.0,6.376666666666667,6966.0,5.503673856364068,31.0
K,K20,1451.0,4.836666666666667,2992.0,5.136666666666667,4707.0,5.716666666666667,6621.0,6.38,6966.0,5.503673856364068,26.0
M,M40,1517.0,5.056666666666667,3036.0,5.0633333333333335,4669.0,5.443333333333333,6598.0,6.430000000000001,6966.0,5.503673856364068,44.0
